FID;OBJECTID;ULAND;UREGBEZ;UKREIS;UGEMEINDE;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;ULICHTVERH;STRZUSTAND;IstRad;IstPKW;IstFuss;IstKrad;IstGkfz;IstSonstig;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84;UIDENTSTLA;LICHT;OBJECTID_1
94860.0;94861.0;2;1;16;137;2016;4;7;6;3;3;2;0.0;0;1;0;0;0;1.0;0;564790.835599999990000;5929589.660000000100000;9.977030902999999;53.511251618000003;;;
94862.0;94863.0;2;1;14;133;2016;4;10;3;3;5;3;0.0;0;1;0;0;0;1.0;0;568292.915200000050000;5932604.336199999800000;10.030489743000000;53.537901853999998;;;
94871.0;94872.0;2;5;17;525;2016;4;19;2;3;5;3;2.0;0;1;1;0;0;0.0;0;576960.211499999980000;5944850.802199999800000;10.164266716000000;53.646758611000003;;;
94873.0;94874.0;2;5;2;507;2016;4;13;1;3;0;1;0.0;0;1;0;0;0;0.0;0;570897.656300000030000;5936540.160699999900000;10.070678653000000;53.572928081000001;;;
94881.0;94882.0;2;3;6;318;2016;4;16;2;3;5;3;0.0;0;1;0;0;0;0.0;1;563136.709599999940000;5943112.413700000400000;9.954825031000000;53.632986121000002;;;
94886.0;94887.0;2;4;8;423;2016;3;8;6;3;5;3;0.0;0;1;1;0;0;0.0;0;569120.297900000010000;5937190.434500000400000;10.043986359000000;53.579009317999997;;;
94887.0;94888.0;2;3;8;320;2016;4;8;2;3;5;2;0.0;1;1;0;0;0;0.0;0;560166.226999999960000;5939985.072599999600000;9.909304132999999;53.605229438000002;;;
94888.0;94889.0;2;4;5;413;2016;3;18;4;3;3;6;1.0;0;1;1;0;0;0.0;0;567020.204099999970000;5937341.104799999900000;10.012304621000000;53.580635968000003;;;
94891.0;94892.0;2;6;1;601;2016;3;11;3;3;6;3;0.0;0;1;0;1;0;0.0;0;580190.348299999950000;5927785.668800000100000;10.208739398000001;53.492916721999997;;;
94893.0;94894.0;2;4;6;415;2016;3;17;6;3;6;4;0.0;0;1;0;1;0;0.0;0;567293.886199999950000;5936002.881400000300000;10.016149304000001;53.568574118000001;;;
94895.0;94896.0;2;6;1;601;2016;3;8;2;2;5;2;0.0;1;1;1;0;0;0.0;0;579899.302600000050000;5929795.004499999800000;10.204865372000000;53.511018258000000;;;
94897.0;94898.0;2;4;2;405;2016;3;18;3;3;5;3;0.0;1;1;1;0;0;0.0;0;565371.426499999940000;5938997.739799999600000;9.987751964999999;53.595732583000000;;;
94904.0;94905.0;2;1;3;106;2016;4;9;2;3;1;7;0.0;1;1;1;0;0;0.0;0;564803.287499999980000;5933743.396900000100000;9.978078458000001;53.548581032999998;;;
94905.0;94906.0;2;4;7;416;2016;3;17;3;3;3;2;0.0;0;1;0;0;0;0.0;1;567747.727599999980000;5934887.523799999600000;10.022759338000000;53.558491838000002;;;
94910.0;94911.0;2;2;3;210;2016;3;14;1;3;5;3;0.0;0;1;1;0;0;0.0;0;562034.082999999980000;5934137.236399999800000;9.936367154999999;53.552455090000002;;;
94912.0;94913.0;2;2;1;206;2016;3;10;6;3;3;2;0.0;0;1;0;0;0;0.0;1;562945.750200000010000;5934593.407599999600000;9.950218014000001;53.556446348000001;;;
94916.0;94917.0;2;3;9;321;2016;3;16;2;3;0;7;0.0;1;1;0;0;0;0.0;1;562113.068500000050000;5938624.872700000200000;9.938451873000000;53.592777738000002;;;
94918.0;94919.0;2;5;18;526;2016;3;9;7;3;5;3;0.0;0;1;1;0;0;0.0;0;575276.901900000060000;5940518.471099999700000;10.137759088999999;53.608070126999998;;;
94920.0;94921.0;2;1;13;131;2016;3;5;4;3;5;3;2.0;1;1;0;0;0;1.0;0;573246.899500000060000;5930954.584800000300000;10.104840971000000;53.522408188999997;;;
94921.0;94922.0;2;2;4;214;2016;4;16;7;2;0;7;0.0;0;1;0;0;0;0.0;0;561536.662099999960000;5933300.556800000400000;9.928695327000000;53.544994041000002;;;
94923.0;94924.0;2;5;18;526;2016;3;19;5;3;0;7;2.0;0;1;0;0;0;0.0;0;576222.662699999990000;5939643.609799999700000;10.151836510000001;53.600071282000002;;;
94924.0;94925.0;2;1;5;113;2016;3;12;6;3;1;5;0.0;0;1;1;0;0;0.0;0;567043.072099999990000;5934827.611899999900000;10.012110427000000;53.558043875999999;;;
94925.0;94926.0;2;7;13;714;2016;3;12;3;3;5;3;0.0;0;1;1;0;0;0.0;0;559197.363600000040000;5925796.985700000100000;9.891978748000000;53.477824138999999;;;
94928.0;94929.0;2;1;16;137;2016;3;17;5;3;6;4;0.0;0;1;0;1;0;0.0;0;565127.831899999990000;5930443.267699999700000;9.982289333000001;53.518881635000000;;;
94929.0;94930.0;2;4;5;413;2016;3;12;4;3;5;3;0.0;0;1;1;0;0;0.0;0;566613.018900000020000;5937553.881099999900000;10.006200765000001;53.582600098000000;;;
94931.0;94932.0;2;3;6;318;2016;4;18;3;3;1;5;0.0;1;1;1;0;0;0.0;0;563037.667299999970000;5940950.010099999600000;9.952889561999999;53.613564015999998;;;
94938.0;94939.0;2;5;18;526;2016;3;7;3;3;5;3;0.0;0;1;1;0;0;0.0;0;575922.439600000040000;5942052.355100000300000;10.147887698000000;53.621761528999997;;;
94941.0;94942.0;2;5;12;520;2016;4;15;2;3;4;2;0.0;0;1;1;0;0;0.0;0;569864.129300000030000;5944835.075500000300000;10.056933590000000;53.647612944000002;;;
94944.0;94945.0;2;1;4;112;2016;3;17;1;3;4;2;0.0;0;1;1;0;0;0.0;0;564236.753999999960000;5933461.682199999700000;9.969471232000000;53.546118788999998;;;
94946.0;94947.0;2;5;6;514;2016;3;14;1;3;1;7;0.0;1;1;1;0;0;0.0;0;573208.474700000020000;5938867.015300000100000;10.106114887000000;53.593521848000002;;;
94948.0;94949.0;2;1;13;131;2016;4;16;6;3;5;2;0.0;0;1;0;0;0;1.0;0;572670.846699999990000;5932060.887299999600000;10.096410428000000;53.532430476999998;;;
94949.0;94950.0;2;4;10;428;2016;3;11;3;3;3;2;0.0;0;1;1;0;0;0.0;0;569120.317000000040000;5938743.248900000000000;10.044330643000000;53.592964533000000;;;
94968.0;94969.0;2;7;1;702;2016;3;14;5;3;0;2;0.0;0;1;1;0;0;0.0;0;565184.882100000050000;5924156.354600000200000;9.981843697000000;53.462371791999999;;;
94970.0;94971.0;2;2;9;221;2016;3;18;3;3;4;2;0.0;1;1;0;0;0;1.0;0;555447.281800000000000;5936454.769700000100000;9.837366998000000;53.574021172999998;;;
94971.0;94972.0;2;1;1;101;2016;4;18;6;3;6;4;0.0;0;1;0;1;0;0.0;0;566132.165999999970000;5934379.792000000400000;9.998266567000000;53.554134775000001;;;
94976.0;94977.0;2;5;6;514;2016;4;10;7;3;5;3;0.0;0;1;1;0;0;0.0;0;572879.329000000030000;5940190.477000000000000;10.101452181999999;53.605461474000002;;;
94983.0;94984.0;2;4;10;427;2016;4;15;3;3;6;6;0.0;1;1;0;1;0;0.0;0;568389.401300000030000;5938322.707499999600000;10.033197102999999;53.589280959000000;;;
94988.0;94989.0;2;5;4;512;2016;3;8;4;3;5;7;0.0;1;1;1;0;0;0.0;0;573433.080500000040000;5936345.247399999800000;10.108914415999999;53.570827653999999;;;
95000.0;95001.0;2;4;8;422;2016;3;15;5;3;5;3;0.0;0;1;0;0;0;0.0;1;568541.753999999960000;5936731.879200000300000;10.035148982000001;53.574964164999997;;;
95001.0;95002.0;2;5;7;515;2016;3;19;5;3;4;2;2.0;0;1;1;0;0;0.0;0;570508.460500000040000;5939324.199400000300000;10.065431350000001;53.598000656000004;;;
95011.0;95012.0;2;5;11;519;2016;3;20;5;3;4;2;2.0;0;1;1;0;0;0.0;0;571144.944499999980000;5946312.436599999700000;10.076644817000000;53.660717169999998;;;
95014.0;95015.0;2;5;12;520;2016;3;7;5;3;5;3;1.0;0;1;1;0;0;0.0;0;568783.635400000030000;5944185.745900000400000;10.040446763000000;53.641920605999999;;;
95015.0;95016.0;2;3;6;318;2016;3;17;5;3;5;3;0.0;0;1;1;0;0;0.0;0;562770.913399999960000;5941475.079300000300000;9.948963693000000;53.618314984000001;;;
95017.0;95018.0;2;1;15;134;2016;3;14;3;3;5;3;0.0;0;1;1;0;0;0.0;0;568051.011799999980000;5931415.973799999800000;10.026581888000001;53.527253223999999;;;
95020.0;95021.0;2;1;15;134;2016;3;5;4;3;5;2;1.0;1;1;1;0;0;0.0;0;567902.120000000000000;5931486.919999999900000;10.024351564000000;53.527910091000003;;;
95021.0;95022.0;2;1;11;129;2016;4;14;1;3;5;7;0.0;0;1;1;0;0;0.0;0;571545.175399999950000;5934680.090099999700000;10.080029456000000;53.556123765999999;;;
95022.0;95023.0;2;5;2;505;2016;4;9;6;3;5;3;0.0;0;1;1;0;0;0.0;0;570528.130099999950000;5937203.050599999700000;10.065248973999999;53.578935282000003;;;
95032.0;95033.0;2;5;7;515;2016;3;10;2;3;5;3;0.0;0;1;1;0;0;0.0;0;571752.857500000040000;5940797.057599999900000;10.084570462000000;53.611068213000003;;;
95035.0;95036.0;2;5;12;520;2016;3;8;4;3;5;3;0.0;1;1;1;0;0;0.0;0;570388.062999999970000;5945702.108199999700000;10.065054744999999;53.655334646000000;;;
95042.0;95043.0;2;1;3;106;2016;4;9;6;3;5;2;0.0;0;1;1;0;0;0.0;0;564953.011900000040000;5934080.813199999700000;9.980407981999999;53.551594987999998;;;
95044.0;95045.0;2;4;10;428;2016;3;16;5;3;3;2;0.0;0;1;1;0;0;0.0;0;569119.775200000030000;5938735.033400000100000;10.044320638000000;53.592890771000000;;;
95048.0;95049.0;2;5;9;517;2016;3;19;3;3;4;6;2.0;0;1;1;0;0;0.0;0;570676.118999999950000;5943378.710300000400000;10.068884386000001;53.634415689000001;;;
95049.0;95050.0;2;4;8;423;2016;4;13;7;3;5;3;0.0;0;1;1;0;0;0.0;0;568937.095800000010000;5937253.176900000300000;10.041233652000001;53.579597299000000;;;
95056.0;95057.0;2;2;11;223;2016;3;13;2;3;1;5;0.0;0;1;1;0;0;0.0;0;554072.035200000040000;5935187.812900000300000;9.816380981000000;53.562777758999999;;;
95059.0;95060.0;2;5;2;507;2016;3;18;4;3;5;3;0.0;0;1;1;0;0;0.0;0;571706.293799999980000;5936891.853299999600000;10.082968879999999;53.575978822000003;;;
95063.0;95064.0;2;3;2;312;2016;3;7;5;3;5;3;0.0;0;1;1;0;0;0.0;0;566054.861500000000000;5936218.367700000300000;9.997488536000001;53.570668181999999;;;
95065.0;95066.0;2;1;16;137;2016;3;15;5;3;5;3;0.0;0;1;1;0;0;0.0;0;564718.158599999970000;5929092.051300000400000;9.975832386000000;53.506788383999996;;;
95070.0;95071.0;2;3;5;317;2016;3;13;5;3;5;3;0.0;0;1;0;0;0;0.0;1;562696.358800000050000;5939328.197599999600000;9.947404764000000;53.599029293000001;;;
95071.0;95072.0;2;3;1;310;2016;3;9;4;3;6;7;0.0;0;1;0;1;0;0.0;0;563605.430199999940000;5935421.737400000000000;9.960343498000000;53.563811291999997;;;
95076.0;95077.0;2;7;1;702;2016;3;11;4;3;5;3;0.0;0;1;1;0;0;0.0;0;565295.434000000010000;5923901.890200000300000;9.983455754000000;53.460071124000002;;;
95078.0;95079.0;2;3;5;317;2016;3;6;2;3;5;3;2.0;0;1;1;0;0;0.0;0;563112.451499999970000;5937425.827100000300000;9.953306480000000;53.581882200000003;;;
95080.0;95081.0;2;2;4;213;2016;3;15;2;3;5;3;0.0;1;1;1;0;0;0.0;0;561276.410400000050000;5933955.577399999800000;9.924896586999999;53.550911423000002;;;
95085.0;95086.0;2;7;1;702;2016;3;17;4;3;0;7;0.0;0;1;0;1;0;0.0;0;565208.341099999960000;5923016.412499999600000;9.981960581999999;53.452123755000002;;;
95086.0;95087.0;2;1;12;130;2016;3;16;3;3;5;3;0.0;0;1;1;0;0;0.0;0;572796.501000000050000;5933173.733000000000000;10.098564719000001;53.542414182999998;;;
95090.0;95091.0;2;1;14;133;2016;3;7;4;3;0;3;0.0;1;1;1;0;0;0.0;0;568421.921500000050000;5932724.406000000400000;10.032462261999999;53.538964151000002;;;
95091.0;95092.0;2;4;5;408;2016;4;13;1;3;5;3;0.0;0;1;1;0;0;0.0;0;565791.716299999970000;5939711.268199999800000;9.994252004000000;53.602092599000002;;;
95095.0;95096.0;2;1;1;101;2016;3;13;5;3;6;4;0.0;0;1;0;1;0;0.0;0;566534.226999999960000;5934102.435999999800000;10.004275639999999;53.551591316000000;;;
95105.0;95106.0;2;2;4;213;2016;3;11;2;3;5;3;0.0;0;1;0;0;0;0.0;1;561805.340899999950000;5934299.630599999800000;9.932947040000000;53.553941569000003;;;
95112.0;95113.0;2;4;3;406;2016;3;8;3;3;5;3;0.0;0;1;1;0;0;0.0;0;565094.181100000050000;5941071.053700000000000;9.983996557999999;53.614400344000003;;;
95115.0;95116.0;2;2;3;209;2016;3;19;5;3;5;2;0.0;0;1;1;0;0;0.0;0;563032.360499999950000;5935660.308799999800000;9.951740485000000;53.566024556999999;;;
95116.0;95117.0;2;7;1;701;2016;3;15;7;3;5;2;0.0;0;1;1;0;0;0.0;0;564702.775299999980000;5924158.487900000100000;9.974583586000000;53.462450406999999;;;
95118.0;95119.0;2;4;9;424;2016;3;15;4;3;4;2;0.0;0;1;1;0;0;0.0;0;570063.503000000030000;5936871.108699999700000;10.058158118000000;53.576014385000001;;;
95126.0;95127.0;2;3;3;314;2016;4;15;6;3;3;6;0.0;0;1;0;0;0;0.0;1;564813.736400000050000;5937173.343999999600000;9.978947697000001;53.579405580000000;;;
95128.0;95129.0;2;3;1;301;2016;4;21;7;3;5;3;2.0;0;1;1;0;0;0.0;0;562346.306600000010000;5936974.633600000300000;9.941645550000001;53.577918812000000;;;
95129.0;95130.0;2;5;3;510;2016;4;19;3;3;5;3;0.0;0;1;1;0;0;0.0;0;571131.871999999970000;5936002.518000000200000;10.074092582000000;53.568064589999999;;;
95134.0;95135.0;2;3;2;312;2016;4;9;5;3;5;3;0.0;0;1;0;0;0;0.0;0;566013.136500000020000;5935113.258500000500000;9.996625029000001;53.560741583999999;;;
95136.0;95137.0;2;2;5;215;2016;4;8;3;3;4;2;0.0;0;1;1;0;0;0.0;0;560784.793999999990000;5935910.806499999900000;9.917857568000001;53.568541050000000;;;
95137.0;95138.0;2;2;3;210;2016;4;18;4;3;5;2;0.0;1;1;0;0;1;0.0;0;562013.010899999990000;5934511.642300000400000;9.936123403000000;53.555822511000002;;;
95140.0;95141.0;2;4;10;427;2016;4;18;3;3;5;3;0.0;0;1;1;0;0;0.0;0;569097.870299999950000;5938562.886400000200000;10.043951603000000;53.591346567000002;;;
95144.0;95145.0;2;4;13;432;2016;4;16;3;3;5;3;0.0;0;1;1;0;0;0.0;0;566958.283599999970000;5944232.269799999900000;10.012850642000000;53.642575462000003;;;
95145.0;95146.0;2;2;8;220;2016;4;6;2;3;5;3;1.0;0;1;1;0;0;0.0;0;558745.338899999970000;5939234.418300000000000;9.887691367000000;53.598644202000003;;;
95146.0;95147.0;2;3;4;316;2016;4;16;6;3;1;5;0.0;0;1;0;0;0;0.0;1;563820.611599999950000;5937286.848299999700000;9.963973083999999;53.580547459000002;;;
95147.0;95148.0;2;3;6;318;2016;4;17;1;3;0;7;0.0;0;1;0;0;0;0.0;0;563618.992899999950000;5942647.048899999800000;9.962022396000000;53.628745401000003;;;
95149.0;95150.0;2;1;16;137;2016;4;13;4;3;0;7;0.0;0;1;1;0;0;0.0;0;565524.933399999980000;5930260.332800000000000;9.988239373000001;53.517188191999999;;;
95152.0;95153.0;2;3;1;310;2016;4;11;6;3;4;2;0.0;0;1;1;0;0;0.0;0;563728.596400000040000;5935479.331500000300000;9.962214576999999;53.564313964999997;;;
95155.0;95156.0;2;4;5;411;2016;4;19;1;3;3;2;0.0;1;1;1;0;0;0.0;0;568376.425700000020000;5938185.805900000000000;10.032971101999999;53.588052306999998;;;
95160.0;95161.0;2;7;9;710;2016;4;15;5;3;3;2;0.0;0;1;1;0;0;0.0;0;563428.635800000050000;5923518.980600000400000;9.955265832000000;53.456857822000003;;;
95161.0;95162.0;2;4;2;405;2016;4;16;7;3;5;2;0.0;0;1;1;0;0;0.0;0;564622.740299999950000;5939231.717299999700000;9.976489743000000;53.597928224999997;;;
95163.0;95164.0;2;2;1;201;2016;4;15;1;3;6;4;0.0;0;1;0;1;0;0.0;0;563077.570199999960000;5933401.000900000300000;9.951967086000000;53.545713945000003;;;
95166.0;95167.0;2;5;7;515;2016;4;14;4;3;5;6;0.0;0;1;1;0;0;0.0;0;573439.733600000040000;5942655.570700000000000;10.110501323999999;53.627536552999999;;;
95176.0;95177.0;2;3;7;319;2016;4;23;4;3;5;3;2.0;0;1;1;0;0;0.0;0;560244.847799999990000;5943458.754099999600000;9.911164308000000;53.636439604000003;;;
95177.0;95178.0;2;3;1;302;2016;4;18;2;3;5;7;0.0;0;1;1;0;0;0.0;0;563040.698399999990000;5936921.257299999700000;9.952120914000000;53.577356105000000;;;
95180.0;95181.0;2;4;2;404;2016;4;15;7;3;7;7;0.0;0;1;0;0;0;0.0;1;565330.869500000030000;5938326.571600000400000;9.986998665000000;53.589705719000001;;;
95181.0;95182.0;2;1;5;113;2016;4;17;4;2;4;6;0.0;0;1;0;0;0;0.0;0;566814.379399999980000;5934950.396599999600000;10.008684825000000;53.559176524999998;;;
95182.0;95183.0;2;4;9;425;2016;4;14;2;3;0;7;0.0;1;1;0;0;0;0.0;0;570536.380699999980000;5937527.783499999900000;10.065446954000000;53.581852546000000;;;
95183.0;95184.0;2;5;18;526;2016;4;10;2;3;3;6;0.0;0;1;1;0;0;0.0;0;576319.710199999970000;5939343.733000000000000;10.153229308000000;53.597362255999997;;;
95186.0;95187.0;2;5;6;514;2016;4;12;2;3;1;3;0.0;0;1;1;0;0;0.0;0;572982.650299999980000;5940738.844100000300000;10.103141834000001;53.610375181999999;;;
95189.0;95190.0;2;3;8;320;2016;4;7;5;2;5;2;0.0;0;1;1;0;0;0.0;0;559570.951499999970000;5940452.724800000000000;9.900398246000000;53.609500427000000;;;
95190.0;95191.0;2;1;12;130;2016;4;17;6;3;0;3;0.0;0;1;0;0;1;0.0;0;575000.130000000000000;5935382.700000000200000;10.132342338000001;53.561955750000003;;;
95192.0;95193.0;2;5;18;526;2016;4;18;3;3;5;3;0.0;0;1;0;0;0;0.0;1;575161.728600000030000;5941075.304300000000000;10.136153035000000;53.613090775000003;;;
95193.0;95194.0;2;1;1;101;2016;4;16;4;3;0;4;0.0;0;1;0;1;0;0.0;0;566233.224200000060000;5934021.241499999500000;9.999715828999999;53.550899661999999;;;
95195.0;95196.0;2;5;18;526;2016;4;10;5;3;3;6;0.0;0;1;1;0;0;0.0;0;576189.164100000050000;5937870.475499999700000;10.150897279000000;53.584141496999997;;;
95196.0;95197.0;2;5;5;513;2016;4;13;2;3;3;2;0.0;0;1;0;0;0;1.0;0;572846.408399999960000;5937878.952100000300000;10.100414771000001;53.584692681999996;;;
95197.0;95198.0;2;2;4;214;2016;4;8;7;3;5;3;0.0;0;1;1;0;0;0.0;0;561738.489999999990000;5933717.879999999900000;9.931823203000000;53.548721008000001;;;
95204.0;95205.0;2;3;9;321;2016;4;17;5;3;5;2;0.0;0;1;1;0;0;0.0;0;562700.524600000000000;5937610.447800000200000;9.947122401000000;53.583590854999997;;;
95205.0;95206.0;2;1;4;111;2016;4;19;3;3;5;2;0.0;0;1;1;0;0;0.0;0;564005.123299999980000;5934006.185100000400000;9.966087419000001;53.551040694999998;;;
95210.0;95211.0;2;3;1;305;2016;4;14;5;3;0;7;0.0;0;1;0;0;0;0.0;0;563598.194699999990000;5936583.478900000500000;9.960470830000000;53.574253091999999;;;
95212.0;95213.0;2;4;11;430;2016;4;7;5;3;0;3;0.0;0;1;1;0;0;0.0;0;567675.241599999950000;5942084.117700000300000;10.023226632000000;53.623177712000000;;;
95214.0;95215.0;2;3;1;308;2016;4;9;4;3;3;6;0.0;0;1;1;0;0;0.0;0;564035.649399999990000;5936398.947300000100000;9.967038472000001;53.572541438000002;;;
95216.0;95217.0;2;5;8;516;2016;4;7;2;3;3;2;1.0;0;1;0;0;0;0.0;1;569587.875899999980000;5940478.430100000500000;10.051780970999999;53.608496758000001;;;
95217.0;95218.0;2;4;5;413;2016;4;13;3;3;1;5;0.0;0;1;1;0;0;0.0;0;567014.369100000010000;5937352.993499999900000;10.012219053999999;53.580743558999998;;;
95218.0;95219.0;2;3;3;314;2016;4;8;2;2;6;7;0.0;0;1;0;1;0;0.0;0;565309.083699999960000;5937535.150600000300000;9.986503925999999;53.582595767999997;;;
95219.0;95220.0;2;1;6;115;2016;4;11;6;3;5;3;0.0;1;1;1;0;0;0.0;0;566697.319999999950000;5933951.849999999600000;10.006704846000000;53.550217275000001;;;
95222.0;95223.0;2;5;18;526;2016;4;9;4;3;5;3;0.0;0;1;1;0;0;0.0;0;576677.008799999950000;5942398.450199999800000;10.159378880000000;53.624761825000000;;;
95227.0;95228.0;2;5;7;515;2016;4;8;2;3;5;3;0.0;0;1;1;0;0;0.0;0;573044.584700000010000;5943254.407499999700000;10.104667964000001;53.632973456999999;;;
95234.0;95235.0;2;7;1;702;2016;4;16;6;3;5;3;0.0;0;1;1;0;0;0.0;0;565353.902800000040000;5924256.498499999800000;9.984409972000000;53.463250881000000;;;
95240.0;95241.0;2;4;5;410;2016;4;15;2;3;5;3;0.0;0;1;1;0;0;0.0;0;566248.488099999960000;5938313.011300000400000;10.000856576000000;53.589468705000002;;;
95241.0;95242.0;2;5;2;509;2016;4;17;5;3;3;2;0.0;1;1;1;0;0;0.0;0;571354.054899999990000;5938417.941900000000000;10.077999043000000;53.589741742999998;;;
95242.0;95243.0;2;2;2;207;2016;4;20;7;3;0;1;1.0;0;1;0;0;0;0.0;0;563676.062000000030000;5934941.140300000100000;9.961311824999999;53.559483450000002;;;
95244.0;95245.0;2;4;5;412;2016;4;16;3;3;5;3;0.0;1;1;1;0;0;0.0;0;567230.595199999980000;5937776.019500000400000;10.015575612999999;53.584517677000001;;;
95248.0;95249.0;2;5;18;526;2016;4;13;7;3;5;3;0.0;0;1;1;0;0;0.0;0;575080.466000000010000;5940327.169900000100000;10.134744644000000;53.606379136999998;;;
95249.0;95250.0;2;1;4;109;2016;4;18;4;3;5;2;0.0;1;1;1;0;0;0.0;0;564601.675999999980000;5935057.872100000300000;9.975307660000000;53.560419441999997;;;
95251.0;95252.0;2;6;2;602;2016;4;11;5;3;5;3;0.0;0;1;1;0;0;0.0;0;578816.689499999980000;5927488.233300000400000;10.187963938999999;53.490451309999997;;;
95254.0;95255.0;2;5;7;515;2016;4;19;5;3;0;7;1.0;0;1;0;0;0;0.0;0;570902.703199999990000;5939313.983300000400000;10.071385164000001;53.597855660999997;;;
95257.0;95258.0;2;5;7;515;2016;4;14;7;3;0;7;0.0;0;1;0;0;0;0.0;0;572226.429699999980000;5941346.665599999900000;10.091854690000000;53.615942392000001;;;
95259.0;95260.0;2;4;6;415;2016;4;15;2;2;4;3;0.0;0;1;1;0;0;0.0;0;567404.180500000020000;5936065.470099999600000;10.017827985000000;53.569122454999999;;;
95260.0;95261.0;2;4;13;432;2016;4;8;5;3;5;3;0.0;0;1;1;0;0;0.0;0;566863.768300000000000;5947013.437300000300000;10.012019674999999;53.667581996999999;;;
95262.0;95263.0;2;2;2;207;2016;4;9;4;2;0;4;0.0;0;1;0;1;0;0.0;0;563933.271599999980000;5935168.640499999700000;9.965240836000000;53.561496796000000;;;
95266.0;95267.0;2;4;13;432;2016;4;12;7;3;6;7;0.0;0;1;0;1;0;0.0;0;567409.128000000030000;5944988.705799999600000;10.019833213000000;53.649315690000002;;;
95272.0;95273.0;2;5;18;526;2016;4;7;3;3;5;2;0.0;0;1;1;0;0;0.0;0;576511.415400000060000;5939968.531100000300000;10.156278764000000;53.602949174000003;;;
95273.0;95274.0;2;1;4;110;2016;4;16;4;3;3;5;0.0;0;1;1;0;0;0.0;0;563772.603200000010000;5934514.394399999600000;9.962681998000001;53.555636429000003;;;
95279.0;95280.0;2;5;10;518;2016;4;21;3;2;5;2;2.0;0;1;1;0;0;0.0;0;573176.670799999960000;5945557.122299999900000;10.107207040000000;53.653648992999997;;;
95282.0;95283.0;2;6;14;615;2016;4;12;6;3;6;3;0.0;1;1;0;1;0;0.0;0;578189.091499999980000;5926793.833200000200000;10.178333694000001;53.484304514999998;;;
95293.0;95294.0;2;2;8;220;2016;4;8;2;3;3;2;0.0;0;1;1;0;0;0.0;0;558402.384700000050000;5938606.081299999700000;9.882392036000001;53.593035376000003;;;
95294.0;95295.0;2;4;10;428;2016;4;15;3;3;0;3;0.0;0;1;0;0;0;0.0;1;569025.173799999990000;5939197.416299999700000;10.042993925999999;53.597058689000001;;;
95295.0;95296.0;2;1;3;107;2016;4;15;2;3;1;6;0.0;1;1;1;0;0;0.0;0;565037.935799999980000;5934394.874499999900000;9.981754962000000;53.554407028999996;;;
95296.0;95297.0;2;5;18;526;2016;4;9;5;3;5;2;0.0;0;1;1;0;0;0.0;0;577181.573199999980000;5940301.185600000400000;10.166486604999999;53.605840352000001;;;
95304.0;95305.0;2;1;3;107;2016;4;14;3;3;5;3;0.0;0;1;1;0;0;0.0;0;565231.644199999980000;5933715.141400000100000;9.984536723000000;53.548274053000000;;;
95306.0;95307.0;2;3;5;317;2016;4;19;2;3;1;5;0.0;0;1;1;0;0;0.0;0;563676.255099999950000;5939966.060399999800000;9.962340002000000;53.604643791000001;;;
95308.0;95309.0;2;5;14;522;2016;4;10;1;3;5;3;0.0;0;1;1;0;0;0.0;0;572867.170200000050000;5950924.319400000400000;10.103785453000000;53.701925780000003;;;
95310.0;95311.0;2;2;4;211;2016;4;9;7;3;5;7;0.0;0;1;0;0;0;0.0;0;561265.633999999960000;5934707.718999999600000;9.924881361000001;53.557672492000002;;;
95312.0;95313.0;2;4;4;407;2016;4;6;2;3;5;3;1.0;0;1;1;0;0;0.0;0;565782.964000000040000;5939674.162999999700000;9.994111930000001;53.601760227000000;;;
95313.0;95314.0;2;2;9;221;2016;4;17;5;3;5;3;0.0;1;1;1;0;0;0.0;0;556501.987199999970000;5937092.005300000300000;9.853408611000001;53.579635826000001;;;
95317.0;95318.0;2;2;4;213;2016;4;13;2;3;6;7;0.0;0;1;0;1;0;0.0;0;561798.370000000000000;5934110.475999999800000;9.932804439000000;53.552242382000003;;;
95318.0;95319.0;2;4;10;429;2016;4;13;4;2;3;2;0.0;0;1;0;0;0;1.0;0;568410.505299999960000;5940350.120099999900000;10.033960729000000;53.607498681999999;;;
95319.0;95320.0;2;2;5;216;2016;4;7;5;3;5;3;0.0;0;1;0;0;0;1.0;0;560796.117800000010000;5935821.442099999600000;9.918011140000001;53.567736582999999;;;
95328.0;95329.0;2;2;10;222;2016;4;7;4;3;2;6;0.0;0;1;1;0;0;0.0;0;556174.240200000000000;5934153.324400000300000;9.847930441000001;53.553259386000001;;;
95330.0;95331.0;2;2;5;215;2016;4;14;5;3;5;2;0.0;1;1;1;0;0;0.0;0;561474.732300000030000;5935007.649899999600000;9.928096506999999;53.560343644000000;;;
95331.0;95332.0;2;2;3;210;2016;4;9;2;3;3;6;0.0;0;1;1;0;0;0.0;0;561966.585599999990000;5934495.166899999600000;9.935419422000001;53.555679922000003;;;
95339.0;95340.0;2;5;18;526;2016;4;14;3;3;3;2;0.0;1;1;1;0;0;0.0;0;577231.705800000000000;5940299.091000000000000;10.167243594000000;53.605814142000000;;;
95340.0;95341.0;2;4;2;404;2016;4;9;5;3;0;2;0.0;0;1;1;0;0;0.0;1;565766.761399999960000;5937879.348000000200000;9.993488623999999;53.585631939999999;;;
